model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR,MAP_uncorrected,MRR_uncorrected,n_reachable,n_test,denominator_corrected
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,WP-small,0.275,0.4,0.475,0.3188,0.3303,0.6377,0.6606,20,40,yes
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,WP-large,0.275,0.475,0.5,0.349,0.3492,0.6979,0.6983,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,prefecthq/prefect,WP-small,0.122,0.2317,0.2927,0.1461,0.1874,0.2853,0.3658,42,82,yes
TRANP-CNN,jupyterlab/jupyterlab,prefecthq/prefect,WP-large,0.122,0.2561,0.2927,0.1489,0.1811,0.2907,0.3536,42,82,yes
TRANP-CNN,jupyterlab/jupyterlab,prefecthq/prefect,CP-cold-start,0.0,0.0854,0.1585,0.0395,0.0507,0.0772,0.099,42,82,yes
TRANP-CNN,jupyterlab/jupyterlab,prefecthq/prefect,CP-transfer,0.0488,0.2805,0.3415,0.1307,0.1622,0.2551,0.3166,42,82,yes
TRANP-CNN,prefecthq/prefect,jupyterlab/jupyterlab,WP-small,0.125,0.4,0.5,0.2195,0.2288,0.4391,0.4576,20,40,yes
TRANP-CNN,prefecthq/prefect,jupyterlab/jupyterlab,WP-large,0.15,0.475,0.5,0.2848,0.2869,0.5696,0.5738,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,pydata/xarray,WP-small,0.08,0.16,0.4,0.1291,0.1496,0.1291,0.1496,25,25,yes
TRANP-CNN,jupyterlab/jupyterlab,pydata/xarray,WP-large,0.16,0.6,0.72,0.2895,0.3501,0.2895,0.3501,25,25,yes
TRANP-CNN,jupyterlab/jupyterlab,pydata/xarray,CP-cold-start,0.0,0.0,0.08,0.0252,0.0283,0.0252,0.0283,25,25,yes
TRANP-CNN,prefecthq/prefect,jupyterlab/jupyterlab,CP-cold-start,0.025,0.2,0.325,0.0978,0.0996,0.1955,0.1991,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,pydata/xarray,CP-transfer,0.04,0.4,0.48,0.1784,0.2014,0.1784,0.2014,25,25,yes
TRANP-CNN,pydata/xarray,jupyterlab/jupyterlab,WP-small,0.2,0.45,0.5,0.286,0.3054,0.5719,0.6108,20,40,yes
TRANP-CNN,pydata/xarray,jupyterlab/jupyterlab,WP-large,0.3,0.475,0.5,0.3721,0.3869,0.7442,0.7738,20,40,yes
TRANP-CNN,pydata/xarray,jupyterlab/jupyterlab,CP-cold-start,0.0,0.075,0.15,0.0415,0.0404,0.0829,0.0807,20,40,yes
TRANP-CNN,prefecthq/prefect,jupyterlab/jupyterlab,CP-transfer,0.3,0.5,0.5,0.3583,0.3708,0.7167,0.7417,20,40,yes
TRANP-CNN,pydata/xarray,jupyterlab/jupyterlab,CP-transfer,0.3,0.5,0.5,0.3661,0.3833,0.7321,0.7667,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,scikit-learn/scikit-learn,WP-small,0.0,0.0,0.0,0.0058,0.0065,0.0204,0.0231,13,46,yes
TRANP-CNN,jupyterlab/jupyterlab,ipython/ipython,WP-small,0.0059,0.1006,0.1598,0.0481,0.0558,0.083,0.0962,98,169,yes
TRANP-CNN,jupyterlab/jupyterlab,scikit-learn/scikit-learn,WP-large,0.0,0.087,0.1087,0.0352,0.039,0.1244,0.1379,13,46,yes
TRANP-CNN,jupyterlab/jupyterlab,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0046,0.0047,0.0163,0.0168,13,46,yes
TRANP-CNN,jupyterlab/jupyterlab,scikit-learn/scikit-learn,CP-transfer,0.0435,0.1522,0.1957,0.0977,0.0954,0.3458,0.3375,13,46,yes
TRANP-CNN,scikit-learn/scikit-learn,jupyterlab/jupyterlab,WP-small,0.3,0.45,0.5,0.3394,0.3619,0.6789,0.7238,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,ipython/ipython,WP-large,0.0237,0.1302,0.2189,0.0743,0.0836,0.1281,0.1441,98,169,yes
TRANP-CNN,scikit-learn/scikit-learn,jupyterlab/jupyterlab,WP-large,0.25,0.5,0.5,0.3563,0.3542,0.7125,0.7083,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,ipython/ipython,CP-cold-start,0.0,0.0,0.0,0.0042,0.0041,0.0073,0.007,98,169,yes
TRANP-CNN,scikit-learn/scikit-learn,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0043,0.0042,0.0086,0.0084,20,40,yes
TRANP-CNN,scikit-learn/scikit-learn,jupyterlab/jupyterlab,CP-transfer,0.25,0.5,0.5,0.3479,0.3458,0.6958,0.6917,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,ipython/ipython,CP-transfer,0.0296,0.1065,0.2012,0.0708,0.0856,0.1222,0.1477,98,169,yes
TRANP-CNN,jupyterlab/jupyterlab,docker/compose,WP-small,0.2735,0.7009,0.7863,0.3966,0.47,0.4,0.4741,116,117,yes
TRANP-CNN,ipython/ipython,jupyterlab/jupyterlab,WP-small,0.2,0.425,0.475,0.2774,0.2961,0.5549,0.5922,20,40,yes
TRANP-CNN,ipython/ipython,jupyterlab/jupyterlab,WP-large,0.25,0.475,0.5,0.3363,0.3458,0.6725,0.6917,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,docker/compose,WP-large,0.2479,0.7094,0.8376,0.3972,0.459,0.4007,0.4629,116,117,yes
TRANP-CNN,jupyterlab/jupyterlab,docker/compose,CP-cold-start,0.094,0.2735,0.5726,0.1805,0.2115,0.182,0.2133,116,117,yes
TRANP-CNN,ipython/ipython,jupyterlab/jupyterlab,CP-cold-start,0.0,0.1,0.15,0.0445,0.0459,0.089,0.0918,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,docker/compose,CP-transfer,0.3162,0.7009,0.7949,0.4121,0.4774,0.4157,0.4815,116,117,yes
TRANP-CNN,docker/compose,jupyterlab/jupyterlab,WP-small,0.2,0.475,0.5,0.2967,0.3161,0.5933,0.6322,20,40,yes
TRANP-CNN,docker/compose,jupyterlab/jupyterlab,WP-large,0.175,0.45,0.5,0.2988,0.3036,0.5976,0.6071,20,40,yes
TRANP-CNN,docker/compose,jupyterlab/jupyterlab,CP-cold-start,0.025,0.325,0.375,0.1366,0.1498,0.2732,0.2996,20,40,yes
TRANP-CNN,ipython/ipython,jupyterlab/jupyterlab,CP-transfer,0.3,0.475,0.5,0.3677,0.376,0.7354,0.7521,20,40,yes
TRANP-CNN,docker/compose,jupyterlab/jupyterlab,CP-transfer,0.275,0.475,0.475,0.3408,0.3525,0.6816,0.705,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,ansible/ansible,WP-small,0.0,0.026,0.0325,0.012,0.0121,0.1235,0.1247,15,154,yes
TRANP-CNN,jupyterlab/jupyterlab,wagtail/wagtail,WP-small,0.0366,0.0854,0.0976,0.0452,0.0541,0.2854,0.3412,13,82,yes
TRANP-CNN,jupyterlab/jupyterlab,wagtail/wagtail,WP-large,0.061,0.0976,0.1341,0.0656,0.0796,0.4135,0.5024,13,82,yes
TRANP-CNN,jupyterlab/jupyterlab,ansible/ansible,WP-large,0.013,0.0195,0.0325,0.0201,0.0203,0.2065,0.2083,15,154,yes
TRANP-CNN,jupyterlab/jupyterlab,wagtail/wagtail,CP-cold-start,0.0122,0.061,0.0732,0.0258,0.0302,0.1626,0.1904,13,82,yes
TRANP-CNN,jupyterlab/jupyterlab,ansible/ansible,CP-cold-start,0.0,0.0065,0.013,0.0041,0.0043,0.0418,0.0441,15,154,yes
TRANP-CNN,jupyterlab/jupyterlab,wagtail/wagtail,CP-transfer,0.0366,0.1098,0.122,0.0516,0.0649,0.3255,0.4095,13,82,yes
TRANP-CNN,wagtail/wagtail,jupyterlab/jupyterlab,WP-small,0.125,0.45,0.5,0.2213,0.2321,0.4426,0.4642,20,40,yes
TRANP-CNN,wagtail/wagtail,jupyterlab/jupyterlab,WP-large,0.225,0.5,0.5,0.3363,0.3321,0.6725,0.6642,20,40,yes
TRANP-CNN,jupyterlab/jupyterlab,ansible/ansible,CP-transfer,0.0065,0.0195,0.0195,0.0125,0.0126,0.1283,0.1289,15,154,yes
TRANP-CNN,ansible/ansible,jupyterlab/jupyterlab,WP-small,0.225,0.475,0.5,0.3074,0.3269,0.6149,0.6537,20,40,yes
TRANP-CNN,wagtail/wagtail,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.002,0.0019,0.0041,0.0038,20,40,yes
TRANP-CNN,ansible/ansible,jupyterlab/jupyterlab,WP-large,0.3,0.475,0.5,0.3677,0.3802,0.7354,0.7604,20,40,yes
TRANP-CNN,wagtail/wagtail,jupyterlab/jupyterlab,CP-transfer,0.2,0.45,0.475,0.3133,0.3154,0.6267,0.6308,20,40,yes
TRANP-CNN,lightning-ai/lightning,prefecthq/prefect,WP-small,0.1585,0.2561,0.2927,0.1663,0.2089,0.3247,0.4079,42,82,yes
TRANP-CNN,lightning-ai/lightning,prefecthq/prefect,WP-large,0.1098,0.2805,0.3293,0.1531,0.1934,0.299,0.3776,42,82,yes
TRANP-CNN,lightning-ai/lightning,prefecthq/prefect,CP-cold-start,0.0854,0.1951,0.2683,0.1075,0.146,0.2098,0.285,42,82,yes
TRANP-CNN,ansible/ansible,jupyterlab/jupyterlab,CP-cold-start,0.025,0.125,0.125,0.0628,0.065,0.1256,0.13,20,40,yes
TRANP-CNN,lightning-ai/lightning,prefecthq/prefect,CP-transfer,0.0976,0.2439,0.3293,0.1523,0.1775,0.2973,0.3465,42,82,yes
TRANP-CNN,prefecthq/prefect,lightning-ai/lightning,WP-small,0.24,0.4267,0.56,0.2251,0.3441,0.2281,0.3487,74,75,yes
TRANP-CNN,prefecthq/prefect,lightning-ai/lightning,WP-large,0.28,0.5467,0.68,0.3068,0.3994,0.311,0.4048,74,75,yes
TRANP-CNN,prefecthq/prefect,lightning-ai/lightning,CP-cold-start,0.0,0.0533,0.2133,0.054,0.0608,0.0548,0.0616,74,75,yes
TRANP-CNN,prefecthq/prefect,lightning-ai/lightning,CP-transfer,0.2267,0.5333,0.7067,0.2756,0.3665,0.2793,0.3714,74,75,yes
TRANP-CNN,lightning-ai/lightning,numpy/numpy,WP-small,0.0311,0.1242,0.2112,0.0711,0.0828,0.1658,0.1932,69,161,yes
TRANP-CNN,ansible/ansible,jupyterlab/jupyterlab,CP-transfer,0.35,0.475,0.5,0.3896,0.4,0.7792,0.8,20,40,yes
TRANP-CNN,lightning-ai/lightning,numpy/numpy,WP-large,0.0559,0.1242,0.205,0.096,0.1014,0.224,0.2367,69,161,yes
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0049,0.0052,0.0099,0.0105,20,40,yes
TRANP-CNN,lightning-ai/lightning,pydata/xarray,WP-small,0.04,0.44,0.52,0.1891,0.1972,0.1891,0.1972,25,25,yes
TRANP-CNN,lightning-ai/lightning,pydata/xarray,WP-large,0.08,0.32,0.68,0.1988,0.2357,0.1988,0.2357,25,25,yes
TRANP-CNN,jupyterlab/jupyterlab,qiskit/qiskit,WP-small,0.0882,0.2059,0.25,0.1096,0.1405,0.2506,0.3211,119,272,yes
TRANP-CNN,lightning-ai/lightning,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.0104,0.0093,0.0104,0.0093,25,25,yes
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,CP-transfer,0.275,0.475,0.5,0.3386,0.3511,0.6771,0.7021,20,40,yes
TRANP-CNN,lightning-ai/lightning,scikit-learn/scikit-learn,WP-small,0.0,0.0652,0.1087,0.0363,0.0379,0.1285,0.134,13,46,yes
TRANP-CNN,lightning-ai/lightning,pydata/xarray,CP-transfer,0.12,0.4,0.6,0.2136,0.2429,0.2136,0.2429,25,25,yes
TRANP-CNN,lightning-ai/lightning,scikit-learn/scikit-learn,WP-large,0.0652,0.1087,0.1522,0.0773,0.0855,0.2737,0.3025,13,46,yes
TRANP-CNN,pydata/xarray,lightning-ai/lightning,WP-small,0.28,0.5733,0.6667,0.2569,0.3943,0.2604,0.3996,74,75,yes
TRANP-CNN,pydata/xarray,lightning-ai/lightning,WP-large,0.2533,0.5733,0.68,0.3058,0.4061,0.3099,0.4116,74,75,yes
TRANP-CNN,lightning-ai/lightning,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0435,0.0082,0.009,0.0289,0.0317,13,46,yes
TRANP-CNN,pydata/xarray,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0267,0.016,0.0127,0.0162,0.0128,74,75,yes
TRANP-CNN,lightning-ai/lightning,scikit-learn/scikit-learn,CP-transfer,0.0435,0.1739,0.2174,0.0937,0.0968,0.3314,0.3424,13,46,yes
TRANP-CNN,scikit-learn/scikit-learn,lightning-ai/lightning,WP-small,0.1867,0.44,0.7067,0.2902,0.3365,0.2941,0.3411,74,75,yes
TRANP-CNN,pydata/xarray,lightning-ai/lightning,CP-transfer,0.32,0.52,0.68,0.2771,0.4183,0.2809,0.4239,74,75,yes
TRANP-CNN,jupyterlab/jupyterlab,qiskit/qiskit,WP-large,0.0515,0.1397,0.2132,0.081,0.1016,0.1852,0.2323,119,272,yes
TRANP-CNN,scikit-learn/scikit-learn,lightning-ai/lightning,WP-large,0.2133,0.56,0.68,0.2865,0.3622,0.2904,0.3671,74,75,yes
TRANP-CNN,lightning-ai/lightning,ipython/ipython,WP-small,0.0414,0.1538,0.1893,0.0832,0.095,0.1435,0.1639,98,169,yes
TRANP-CNN,jupyterlab/jupyterlab,qiskit/qiskit,CP-cold-start,0.0,0.0,0.0,0.0059,0.0035,0.0135,0.0081,119,272,yes
TRANP-CNN,scikit-learn/scikit-learn,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0,0.0148,0.0133,0.015,0.0135,74,75,yes
TRANP-CNN,lightning-ai/lightning,ipython/ipython,WP-large,0.0296,0.1893,0.2604,0.0979,0.106,0.1688,0.1828,98,169,yes
TRANP-CNN,jupyterlab/jupyterlab,qiskit/qiskit,CP-transfer,0.0699,0.2206,0.25,0.1026,0.1356,0.2346,0.3099,119,272,yes
TRANP-CNN,scikit-learn/scikit-learn,lightning-ai/lightning,CP-transfer,0.2933,0.5467,0.68,0.3083,0.4241,0.3125,0.4298,74,75,yes
TRANP-CNN,qiskit/qiskit,jupyterlab/jupyterlab,WP-small,0.2,0.475,0.5,0.3013,0.3058,0.6026,0.6117,20,40,yes
TRANP-CNN,lightning-ai/lightning,ansible/ansible,WP-small,0.0065,0.026,0.0325,0.0158,0.0158,0.1627,0.1627,15,154,yes
TRANP-CNN,lightning-ai/lightning,ipython/ipython,CP-cold-start,0.0,0.0,0.0,0.0042,0.004,0.0073,0.0069,98,169,yes
TRANP-CNN,qiskit/qiskit,jupyterlab/jupyterlab,WP-large,0.25,0.5,0.5,0.3592,0.3571,0.7183,0.7142,20,40,yes
TRANP-CNN,lightning-ai/lightning,ipython/ipython,CP-transfer,0.0237,0.1006,0.1893,0.0659,0.0733,0.1137,0.1264,98,169,yes
TRANP-CNN,prefecthq/prefect,scikit-learn/scikit-learn,WP-small,0.0217,0.087,0.1957,0.0522,0.0583,0.1846,0.2064,13,46,yes
TRANP-CNN,lightning-ai/lightning,ansible/ansible,WP-large,0.0065,0.026,0.026,0.0172,0.0173,0.1763,0.1779,15,154,yes
TRANP-CNN,prefecthq/prefect,scikit-learn/scikit-learn,WP-large,0.0435,0.1087,0.2391,0.0895,0.0896,0.3167,0.3171,13,46,yes
TRANP-CNN,lightning-ai/lightning,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0006,0.0006,0.0065,0.0062,15,154,yes
TRANP-CNN,prefecthq/prefect,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0067,0.0076,0.0237,0.027,13,46,yes
TRANP-CNN,lightning-ai/lightning,ansible/ansible,CP-transfer,0.0,0.013,0.026,0.0082,0.0083,0.0845,0.0851,15,154,yes
TRANP-CNN,ansible/ansible,lightning-ai/lightning,WP-small,0.2267,0.4933,0.6533,0.2496,0.3541,0.253,0.3589,74,75,yes
TRANP-CNN,qiskit/qiskit,jupyterlab/jupyterlab,CP-cold-start,0.075,0.225,0.35,0.1507,0.1506,0.3015,0.3012,20,40,yes
TRANP-CNN,ansible/ansible,lightning-ai/lightning,WP-large,0.28,0.5733,0.6933,0.3042,0.409,0.3083,0.4145,74,75,yes
TRANP-CNN,prefecthq/prefect,scikit-learn/scikit-learn,CP-transfer,0.0652,0.1304,0.1522,0.0814,0.1019,0.2879,0.3607,13,46,yes
TRANP-CNN,scikit-learn/scikit-learn,prefecthq/prefect,WP-small,0.0976,0.2561,0.3293,0.1329,0.1682,0.2594,0.3284,42,82,yes
TRANP-CNN,scikit-learn/scikit-learn,prefecthq/prefect,WP-large,0.1098,0.2805,0.3293,0.1624,0.1897,0.3171,0.3703,42,82,yes
TRANP-CNN,ansible/ansible,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0,0.0146,0.0118,0.0148,0.0119,74,75,yes
TRANP-CNN,scikit-learn/scikit-learn,prefecthq/prefect,CP-cold-start,0.0122,0.2439,0.2927,0.078,0.0994,0.1523,0.1941,42,82,yes
TRANP-CNN,scikit-learn/scikit-learn,prefecthq/prefect,CP-transfer,0.0854,0.2561,0.3415,0.1416,0.1771,0.2764,0.3457,42,82,yes
TRANP-CNN,prefecthq/prefect,ansible/ansible,WP-small,0.0065,0.013,0.0195,0.0115,0.0115,0.1178,0.1185,15,154,yes
TRANP-CNN,prefecthq/prefect,ansible/ansible,WP-large,0.0065,0.0195,0.039,0.0152,0.0157,0.1559,0.1615,15,154,yes
TRANP-CNN,ansible/ansible,lightning-ai/lightning,CP-transfer,0.32,0.5467,0.6267,0.2822,0.4244,0.286,0.4301,74,75,yes
TRANP-CNN,lightning-ai/lightning,wagtail/wagtail,WP-small,0.0488,0.0732,0.1098,0.0619,0.0678,0.3906,0.4276,13,82,yes
TRANP-CNN,lightning-ai/lightning,wagtail/wagtail,WP-large,0.061,0.0732,0.1341,0.0596,0.0763,0.3761,0.4812,13,82,yes
TRANP-CNN,prefecthq/prefect,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0019,0.0018,0.0192,0.0188,15,154,yes
TRANP-CNN,lightning-ai/lightning,wagtail/wagtail,CP-cold-start,0.0,0.0488,0.061,0.016,0.0191,0.101,0.1204,13,82,yes
TRANP-CNN,lightning-ai/lightning,wagtail/wagtail,CP-transfer,0.0488,0.0976,0.122,0.0514,0.0648,0.324,0.4088,13,82,yes
TRANP-CNN,prefecthq/prefect,numpy/numpy,WP-small,0.0435,0.118,0.1988,0.0805,0.0851,0.1878,0.1985,69,161,yes
TRANP-CNN,qiskit/qiskit,jupyterlab/jupyterlab,CP-transfer,0.35,0.475,0.475,0.3822,0.3918,0.7644,0.7836,20,40,yes
TRANP-CNN,lightning-ai/lightning,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0031,0.0025,0.0072,0.0058,69,161,yes
TRANP-CNN,prefecthq/prefect,ansible/ansible,CP-transfer,0.0,0.0,0.0195,0.004,0.004,0.0407,0.0414,15,154,yes
TRANP-CNN,ansible/ansible,prefecthq/prefect,WP-small,0.1098,0.2439,0.3171,0.1467,0.1814,0.2864,0.3542,42,82,yes
TRANP-CNN,prefecthq/prefect,numpy/numpy,WP-large,0.0621,0.1553,0.2484,0.1072,0.1188,0.2502,0.2772,69,161,yes
TRANP-CNN,ansible/ansible,prefecthq/prefect,WP-large,0.1829,0.3049,0.3537,0.1859,0.2322,0.363,0.4534,42,82,yes
TRANP-CNN,lightning-ai/lightning,numpy/numpy,CP-transfer,0.0621,0.1553,0.205,0.1004,0.1147,0.2342,0.2677,69,161,yes
TRANP-CNN,numpy/numpy,lightning-ai/lightning,WP-small,0.24,0.56,0.6533,0.3029,0.3864,0.307,0.3916,74,75,yes
TRANP-CNN,numpy/numpy,lightning-ai/lightning,WP-large,0.32,0.5333,0.7067,0.3263,0.44,0.3307,0.446,74,75,yes
TRANP-CNN,prefecthq/prefect,numpy/numpy,CP-cold-start,0.0,0.0248,0.087,0.0278,0.0301,0.0648,0.0703,69,161,yes
TRANP-CNN,numpy/numpy,lightning-ai/lightning,CP-cold-start,0.0,0.08,0.16,0.0586,0.0646,0.0594,0.0654,74,75,yes
TRANP-CNN,ansible/ansible,prefecthq/prefect,CP-cold-start,0.0366,0.0732,0.1707,0.0473,0.0722,0.0923,0.141,42,82,yes
TRANP-CNN,prefecthq/prefect,numpy/numpy,CP-transfer,0.0248,0.1553,0.1988,0.08,0.0878,0.1866,0.2048,69,161,yes
TRANP-CNN,numpy/numpy,prefecthq/prefect,WP-small,0.0488,0.2439,0.2927,0.1286,0.1429,0.2511,0.279,42,82,yes
TRANP-CNN,numpy/numpy,prefecthq/prefect,WP-large,0.1463,0.2561,0.3049,0.1728,0.2059,0.3374,0.402,42,82,yes
TRANP-CNN,ansible/ansible,prefecthq/prefect,CP-transfer,0.0366,0.2317,0.2927,0.1119,0.1335,0.2184,0.2606,42,82,yes
TRANP-CNN,numpy/numpy,prefecthq/prefect,CP-cold-start,0.0,0.0244,0.0732,0.017,0.0245,0.0331,0.0478,42,82,yes
TRANP-CNN,numpy/numpy,lightning-ai/lightning,CP-transfer,0.2533,0.5333,0.6533,0.2887,0.3906,0.2926,0.3959,74,75,yes
TRANP-CNN,lightning-ai/lightning,localstack/localstack,WP-small,0.0211,0.2,0.2947,0.0857,0.114,0.1163,0.1548,70,95,yes
TRANP-CNN,prefecthq/prefect,wagtail/wagtail,WP-small,0.0122,0.0488,0.0732,0.0293,0.0318,0.1847,0.2004,13,82,yes
TRANP-CNN,prefecthq/prefect,wagtail/wagtail,WP-large,0.0488,0.0976,0.1341,0.0613,0.0698,0.3869,0.4405,13,82,yes
TRANP-CNN,lightning-ai/lightning,localstack/localstack,WP-large,0.0316,0.2421,0.3368,0.1042,0.137,0.1414,0.1859,70,95,yes
TRANP-CNN,lightning-ai/lightning,localstack/localstack,CP-cold-start,0.0,0.0211,0.0211,0.0118,0.0155,0.016,0.0211,70,95,yes
TRANP-CNN,prefecthq/prefect,wagtail/wagtail,CP-cold-start,0.0,0.0,0.0,0.0008,0.0006,0.0052,0.004,13,82,yes
TRANP-CNN,lightning-ai/lightning,localstack/localstack,CP-transfer,0.0737,0.2,0.3368,0.1102,0.1474,0.1495,0.2001,70,95,yes
TRANP-CNN,localstack/localstack,lightning-ai/lightning,WP-small,0.2267,0.56,0.6933,0.2972,0.3769,0.3012,0.382,74,75,yes
TRANP-CNN,numpy/numpy,prefecthq/prefect,CP-transfer,0.0488,0.2805,0.3415,0.1142,0.136,0.223,0.2655,42,82,yes
TRANP-CNN,localstack/localstack,lightning-ai/lightning,WP-large,0.2667,0.5333,0.7333,0.3145,0.4136,0.3188,0.4192,74,75,yes
TRANP-CNN,prefecthq/prefect,mesonbuild/meson,WP-small,0.0741,0.1799,0.1958,0.1117,0.1183,0.4491,0.4757,47,189,yes
TRANP-CNN,prefecthq/prefect,wagtail/wagtail,CP-transfer,0.0488,0.0732,0.0976,0.0503,0.0653,0.3175,0.4117,13,82,yes
TRANP-CNN,pydata/xarray,scikit-learn/scikit-learn,WP-small,0.0,0.1087,0.1739,0.0428,0.0424,0.1515,0.1502,13,46,yes
TRANP-CNN,localstack/localstack,lightning-ai/lightning,CP-cold-start,0.0267,0.12,0.2133,0.0654,0.089,0.0663,0.0902,74,75,yes
TRANP-CNN,pydata/xarray,scikit-learn/scikit-learn,WP-large,0.0217,0.1304,0.1957,0.0704,0.077,0.2493,0.2724,13,46,yes
TRANP-CNN,pydata/xarray,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0016,0.0015,0.0056,0.0055,13,46,yes
TRANP-CNN,pydata/xarray,scikit-learn/scikit-learn,CP-transfer,0.0435,0.1522,0.1957,0.1006,0.1036,0.3561,0.3666,13,46,yes
TRANP-CNN,scikit-learn/scikit-learn,pydata/xarray,WP-small,0.0,0.24,0.52,0.1245,0.139,0.1245,0.139,25,25,yes
TRANP-CNN,prefecthq/prefect,mesonbuild/meson,WP-large,0.0582,0.1746,0.2063,0.1036,0.1106,0.4166,0.4449,47,189,yes
TRANP-CNN,scikit-learn/scikit-learn,pydata/xarray,WP-large,0.2,0.48,0.6,0.3011,0.3446,0.3011,0.3446,25,25,yes
TRANP-CNN,localstack/localstack,lightning-ai/lightning,CP-transfer,0.1733,0.5067,0.6933,0.2619,0.3467,0.2654,0.3514,74,75,yes
TRANP-CNN,prefecthq/prefect,pydata/xarray,WP-small,0.08,0.16,0.24,0.0951,0.1223,0.0951,0.1223,25,25,yes
TRANP-CNN,scikit-learn/scikit-learn,pydata/xarray,CP-cold-start,0.0,0.04,0.2,0.0421,0.0535,0.0421,0.0535,25,25,yes
TRANP-CNN,prefecthq/prefect,pydata/xarray,WP-large,0.08,0.44,0.72,0.254,0.2838,0.254,0.2838,25,25,yes
TRANP-CNN,prefecthq/prefect,mesonbuild/meson,CP-cold-start,0.0423,0.1376,0.1693,0.0693,0.0808,0.2787,0.3249,47,189,yes
TRANP-CNN,scikit-learn/scikit-learn,pydata/xarray,CP-transfer,0.12,0.44,0.48,0.2359,0.2621,0.2359,0.2621,25,25,yes
TRANP-CNN,numpy/numpy,qiskit/qiskit,WP-small,0.0478,0.2059,0.2647,0.0978,0.1228,0.2236,0.2807,119,272,yes
TRANP-CNN,prefecthq/prefect,pydata/xarray,CP-cold-start,0.0,0.0,0.0,0.0077,0.0063,0.0077,0.0063,25,25,yes
TRANP-CNN,prefecthq/prefect,mesonbuild/meson,CP-transfer,0.0688,0.1587,0.1958,0.0993,0.11,0.3992,0.4425,47,189,yes
TRANP-CNN,pydata/xarray,numpy/numpy,WP-small,0.0497,0.1118,0.1677,0.0814,0.0881,0.19,0.2056,69,161,yes
TRANP-CNN,prefecthq/prefect,pydata/xarray,CP-transfer,0.04,0.28,0.6,0.1373,0.1606,0.1373,0.1606,25,25,yes
TRANP-CNN,numpy/numpy,qiskit/qiskit,WP-large,0.0699,0.1765,0.25,0.1015,0.1264,0.2321,0.2889,119,272,yes
TRANP-CNN,pydata/xarray,prefecthq/prefect,WP-small,0.0732,0.1829,0.2683,0.1129,0.133,0.2205,0.2597,42,82,yes
TRANP-CNN,pydata/xarray,prefecthq/prefect,WP-large,0.122,0.2561,0.3049,0.1446,0.1834,0.2823,0.3581,42,82,yes
TRANP-CNN,pydata/xarray,numpy/numpy,WP-large,0.0373,0.1553,0.2174,0.0989,0.1024,0.2307,0.2388,69,161,yes
TRANP-CNN,pydata/xarray,prefecthq/prefect,CP-cold-start,0.0244,0.1585,0.2561,0.0681,0.0843,0.1329,0.1646,42,82,yes
TRANP-CNN,pydata/xarray,numpy/numpy,CP-cold-start,0.0062,0.0248,0.0373,0.018,0.0226,0.0421,0.0527,69,161,yes
TRANP-CNN,pydata/xarray,prefecthq/prefect,CP-transfer,0.1341,0.1951,0.3049,0.141,0.1839,0.2752,0.359,42,82,yes
TRANP-CNN,numpy/numpy,qiskit/qiskit,CP-cold-start,0.0037,0.0625,0.1287,0.0281,0.0405,0.0642,0.0925,119,272,yes
TRANP-CNN,pydata/xarray,numpy/numpy,CP-transfer,0.0497,0.1739,0.1988,0.0895,0.1031,0.2088,0.2405,69,161,yes
TRANP-CNN,numpy/numpy,pydata/xarray,WP-small,0.12,0.32,0.56,0.198,0.2294,0.198,0.2294,25,25,yes
TRANP-CNN,numpy/numpy,mesonbuild/meson,WP-small,0.0582,0.1799,0.2063,0.1045,0.1083,0.4203,0.4355,47,189,yes
TRANP-CNN,numpy/numpy,pydata/xarray,WP-large,0.08,0.44,0.48,0.1999,0.2298,0.1999,0.2298,25,25,yes
